2025-02-12 21:33:58,773 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/bbc-why-an-off-the-grid-hour-at-work-is-so-crucial-gloria-mark-quoted, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:18:58,578 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~chenli/sigmod07ugrad, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:18:59,097 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~hshirani/webobjects, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:18:59,606 - Worker-0 - INFO - Downloaded http://flamingo.ics.uci.edu/releases/1.0, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:00,126 - Worker-0 - INFO - Downloaded http://flamingo.ics.uci.edu/releases/download, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:00,636 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~rvernica, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:01,148 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~cs224, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:03,956 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/community/news/press/view_press?id=73, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:04,466 - Worker-0 - INFO - Downloaded http://flamingo.ics.uci.edu/releases/2.0.1, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:04,984 - Worker-0 - INFO - Downloaded http://flamingo.ics.uci.edu/releases/2.0, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:05,504 - Worker-0 - INFO - Downloaded http://tastier.ics.uci.edu, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:06,027 - Worker-0 - INFO - Downloaded http://jujube.ics.uci.edu/www/learning.html, status <601>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:06,537 - Worker-0 - INFO - Downloaded http://dblp.ics.uci.edu/authors, status <601>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:07,046 - Worker-0 - INFO - Downloaded http://dblp.ics.uci.edu, status <601>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:07,556 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~icetindi, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:08,065 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~chenli/thunderbird-project.txt, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:08,575 - Worker-0 - INFO - Downloaded http://asterix.ics.uci.edu, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:09,096 - Worker-0 - INFO - Downloaded https://asterix.ics.uci.edu/supporters.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:09,612 - Worker-0 - INFO - Downloaded https://asterix.ics.uci.edu/thesis.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:10,140 - Worker-0 - INFO - Downloaded https://asterix.ics.uci.edu/publications.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:10,666 - Worker-0 - INFO - Downloaded https://asterixdb.ics.uci.edu/fuzzyjoin-mapreduce, status <601>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:11,176 - Worker-0 - INFO - Downloaded https://asterix.ics.uci.edu/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:11,690 - Worker-0 - INFO - Downloaded https://grape.ics.uci.edu/wiki/public/wiki/cs295-2009-fall-li, status <403>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:12,200 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~cs122b, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:12,711 - Worker-0 - INFO - Downloaded http://fr.ics.uci.edu/widgets/chilepersonfinder, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:13,220 - Worker-0 - INFO - Downloaded http://fr.ics.uci.edu/haiti, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:13,750 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/community/news/press/view_press?id=100, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:14,260 - Worker-0 - INFO - Downloaded http://fr.ics.uci.edu/haitisearch, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:14,768 - Worker-0 - INFO - Downloaded http://fr.ics.uci.edu/widgets/redcross/info.html, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:15,277 - Worker-0 - INFO - Downloaded http://fr.ics.uci.edu/widgets/haiticrisis, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:15,786 - Worker-0 - INFO - Downloaded http://fr.ics.uci.edu/haiticrisis, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:16,295 - Worker-0 - INFO - Downloaded http://fr.ics.uci.edu, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:16,812 - Worker-0 - INFO - Downloaded https://grape.ics.uci.edu/wiki/fr, status <403>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:17,324 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~cs223, status <403>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:17,833 - Worker-0 - INFO - Downloaded http://flamingo.ics.uci.edu/localsearch/fuzzysearch, status <601>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:18,342 - Worker-0 - INFO - Downloaded http://asterix.ics.uci.edu/fuzzyjoin-mapreduce, status <601>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:18,852 - Worker-0 - INFO - Downloaded http://flamingo.ics.uci.edu/releases/3.0, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:19,581 - Worker-0 - INFO - Downloaded http://jujube.ics.uci.edu/localsearch/fuzzysearch, status <601>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:20,090 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/community/news/notes/index.php, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:20,678 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/accessibility-statement, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:21,234 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/people, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:21,836 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/contact-us, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:22,409 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/people?filter%5Boffices_ics%5D%5B1%5D=1079, status <608>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:22,918 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/people?filter%5Boffices_ics%5D=1082, status <608>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:23,429 - Worker-0 - INFO - Downloaded https://www.ics.uci.edu/events/list?tribe__ecp_custom_49%5B0%5D=Alumni, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:23,613 - Worker-0 - INFO - Downloaded http://intranet.ics.uci.edu/doku.php/wiki:nonexisting?do=media&image=wiki%3Alogo-white.png&ns=wiki&tab_details=view, status <608>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:24,028 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/alumni/corporate-engagement, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:24,590 - Worker-0 - INFO - Downloaded https://create.ics.uci.edu/events, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:25,152 - Worker-0 - INFO - Downloaded https://create.ics.uci.edu/2021/04/06/atlas-kate-crawford, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:25,703 - Worker-0 - INFO - Downloaded https://create.ics.uci.edu/2022/05/08/design-as-democratic-inquiry-a-conversation-with-carl-disalvo, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:26,239 - Worker-0 - INFO - Downloaded https://create.ics.uci.edu/contact, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:26,773 - Worker-0 - INFO - Downloaded https://create.ics.uci.edu/research, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:27,316 - Worker-0 - INFO - Downloaded https://create.ics.uci.edu/people, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:27,907 - Worker-0 - INFO - Downloaded https://nalini.ics.uci.edu, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:28,461 - Worker-0 - INFO - Downloaded http://luci.ics.uci.edu, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:29,003 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/grad/phd-informatics, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:29,664 - Worker-0 - INFO - Downloaded http://www.informatics.uci.edu/grad/student-profiles/graduate-student-profile-martin-shelton, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:30,173 - Worker-0 - INFO - Downloaded http://www.informatics.uci.edu/menu-very-top/contact, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:30,722 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/admissions, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:31,265 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/impact/community-engagement, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:31,818 - Worker-0 - INFO - Downloaded http://www.informatics.uci.edu/explore/faculty-profiles/yunan-chen, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:32,406 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/explore/faculty-profiles/roderic-crooks, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:32,952 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/explore/faculty-profiles/paul-dourish, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:33,498 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/explore/faculty-profiles/daniel-epstein, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:34,045 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/explore/faculty-profiles/joshua-garcia, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:34,594 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:35,139 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=807, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:35,663 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=736, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:36,185 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=708, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:36,706 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=666, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:37,243 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=613, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:37,763 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=604, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:38,284 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=569, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:38,804 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=527, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:39,326 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=481, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:39,851 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=458, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:40,371 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=432, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:40,892 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=416, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:41,414 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=412, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:41,933 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=310, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:42,456 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=372, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:42,976 - Worker-0 - INFO - Downloaded https://jgarcia.ics.uci.edu/?p=378, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:43,493 - Worker-0 - INFO - Downloaded http://seal.ics.uci.edu/projects/salma/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:44,011 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:44,537 - Worker-0 - INFO - Downloaded http://www.informatics.ics.uci.edu, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:45,101 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/brochure-tiles/what-we-build, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:19:45,722 - Worker-0 - INFO - Downloaded http://www.informatics.uci.edu/files/pdf/InformaticsBrochure-March2018, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:20:10,305 - Worker-0 - INFO - Downloaded http://intranet.ics.uci.edu/doku.php/wiki:nonexisting?do=media&image=wiki%3Alogo-black.png&ns=wiki&tab_details=view, status <608>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:20:57,800 - Worker-0 - INFO - Downloaded http://intranet.ics.uci.edu/doku.php/wiki:nonexisting?do=media&ns=wiki&tab_files=search, status <608>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:28,456 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/explore/faculty-profiles/elena-agapie, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:29,003 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/explore/faculty-profiles/iftekhar-ahmed, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:29,554 - Worker-0 - INFO - Downloaded https://www.ics.uci.edu/~iftekha, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:30,082 - Worker-0 - INFO - Downloaded http://stairs.ics.uci.edu, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:30,603 - Worker-0 - INFO - Downloaded http://stairs.ics.uci.edu/news.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:31,120 - Worker-0 - INFO - Downloaded http://stairs.ics.uci.edu/papers.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:31,655 - Worker-0 - INFO - Downloaded http://stairs.ics.uci.edu/people.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:32,176 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/explore/faculty-profiles/rebecca-black, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:32,725 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/explore/faculty-profiles/geoffrey-bowker, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:33,270 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/brochure-tiles/how-we-work, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:33,815 - Worker-0 - INFO - Downloaded https://www.informatics.uci.edu/brochure-tiles/how-we-live, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:34,363 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~malek, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:34,883 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:35,400 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:35,974 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/resist/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:36,492 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/resist/ics.uci.edu/~malek, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:37,001 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/fusion/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:37,520 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/fusion/hin.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:38,033 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/fusion/trs.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:38,545 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/archevolution/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:39,059 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/armour/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:39,571 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/revealdroid/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:40,084 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/trimdroid/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:40,598 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/covert/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:41,119 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/covert/GooglePlay_ICC_allSols.txt, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:41,630 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/covert/appList.txt, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:42,142 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/covert/ICC_allSols.txt, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:42,165 - Worker-0 - INFO - Downloaded http://intranet.ics.uci.edu/doku.php/wiki:nonexisting?do=media&ns=wiki&tab_files=upload, status <608>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:42,655 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/energy-test-min/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:43,169 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/energy-test-min/tool.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:43,685 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/titanium/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:44,198 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/deldroid/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:44,715 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/droid-sec-taxonomy/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:45,230 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/savasana/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:45,748 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/patdroid/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:46,262 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/mu_droid/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:46,776 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/mu_droid/tool.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:47,288 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/letterbomb/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:47,801 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/terminator/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:48,319 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/terminator/tla_module.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:48,840 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/nemo/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:49,351 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/obfuscation/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:49,883 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/cobweb/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:50,397 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/cobweb/artifacts.html, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:50,906 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/darcy/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:51,418 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/craftdroid/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:51,930 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/ase20empirical/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:52,442 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/ercatcher/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:52,955 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/latte/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:53,467 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/projects/coala/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:53,980 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:54,494 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/publications.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:55,073 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/copyright.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:55,586 - Worker-0 - INFO - Downloaded https://seal.ics.uci.edu/members.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:56,119 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~alirezs1, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:56,629 - Worker-0 - INFO - Downloaded https://www.ics.uci.edu/~jabbarvr, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:57,139 - Worker-0 - INFO - Downloaded https://www.ics.uci.edu/~aalshayb, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:57,670 - Worker-0 - INFO - Downloaded https://malek.ics.uci.edu, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:58,186 - Worker-0 - INFO - Downloaded https://www.ics.uci.edu/www.Azizn.io, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:58,696 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~hamidb, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:59,205 - Worker-0 - INFO - Downloaded https://www.ics.uci.edu/~fmehrali, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:21:59,715 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/publications.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:00,347 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/copyright.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:00,862 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:01,443 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/resist/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:01,965 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/resist/ics.uci.edu/~malek, status <404>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:02,475 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/fusion/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:02,997 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/fusion/hin.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:03,513 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/fusion/trs.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:04,026 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/archevolution/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:04,541 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/armour/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:05,055 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/revealdroid/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:05,569 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/trimdroid/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:06,083 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/covert/index.html, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:06,606 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/covert/GooglePlay_ICC_allSols.txt, status <200>, using cache ('styx.ics.uci.edu', 9014).
2025-02-13 04:22:07,118 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~seal/projects/covert/appList.txt, status <200>, using cache ('styx.ics.uci.edu', 9014).
